id,age,prior_experience,education_level,region,treatment,salary
1807,21,4.3,Master's,West,0,58686.63
1808,46,1.9,Bachelor's,East,1,60949.46
1809,45,5.0,Master's,North,0,58064.89
1810,35,2.0,Master's,South,0,50609.77
1811,19,1.4,Master's,East,0,54359.83
1812,18,1.5,Bachelor's,East,0,44146.14
1813,32,0.0,High School,East,0,22138.62
1814,22,3.9,Master's,West,1,67323.69
1815,37,0.0,Bachelor's,West,1,55561.17
1816,28,0.5,Bachelor's,West,0,39444.63
1817,27,0.0,Bachelor's,East,0,24292.55
1818,48,2.8,Bachelor's,North,1,58424.66
1819,19,2.7,Bachelor's,South,1,55105.8
1820,20,2.3,High School,West,1,37894.35
1821,40,0.9,Master's,North,1,49348.49
1822,40,0.7,Bachelor's,West,1,54842.13
1823,29,3.9,Bachelor's,West,1,56124.31
1824,37,1.9,High School,East,0,31159.21
1825,22,3.6,High School,East,1,50719.96
1826,22,1.2,High School,West,0,30467.49
1827,23,3.4,Bachelor's,South,0,48586.62
1828,49,5.6,High School,West,0,45806.07
1829,47,4.2,Master's,South,0,51517.02
1830,26,2.2,High School,North,1,43969.53
1831,19,3.5,High School,West,0,42756.96
1832,38,2.5,High School,South,0,37765.6
1833,29,3.0,High School,North,1,48637.57
1834,20,2.3,Bachelor's,North,1,64733.25
1835,37,2.7,Master's,East,1,66669.18
1836,43,3.4,Bachelor's,North,0,52534.77
1837,39,1.0,High School,East,0,32210.01
1838,29,1.0,High School,North,0,34005.45
1839,41,0.2,Bachelor's,North,1,46513.24
1840,34,0.0,Master's,South,0,48887.75
1841,27,0.6,High School,South,0,31144.3
1842,47,3.3,Bachelor's,East,0,49068.66
1843,41,1.2,Bachelor's,West,0,42446.33
1844,44,4.0,High School,South,0,41990.85
1845,31,3.1,Bachelor's,North,0,61899.22
1846,40,0.0,High School,East,0,26666.9
1847,49,4.3,Bachelor's,East,1,57551.3
1848,49,4.6,High School,East,1,57335.28
1849,34,1.0,Bachelor's,North,0,38060.98
1850,35,3.8,High School,South,1,50064.12
1851,36,1.3,Master's,West,0,43428.96
1852,34,3.2,High School,East,0,42043.81
1853,31,0.5,Master's,North,0,48934.3
1854,26,0.0,Master's,South,0,43424.04
1855,25,2.2,Master's,South,0,55277.18
1856,19,2.8,Bachelor's,West,1,46967.0
1857,30,2.2,Bachelor's,East,1,51079.65
1858,42,0.6,High School,North,0,31045.92
1859,24,2.2,High School,South,1,40739.19
1860,26,3.5,Bachelor's,North,1,49872.2
1861,39,2.9,High School,South,1,47191.16
1862,39,3.4,Master's,East,0,58565.11
1863,28,1.7,High School,East,0,41389.85
1864,31,5.3,Bachelor's,West,1,61293.87
1865,21,0.6,Bachelor's,South,0,43609.04
1866,43,4.0,Bachelor's,North,1,63108.07
1867,43,5.4,Bachelor's,South,1,70184.39
1868,46,4.0,High School,North,1,50134.49
1869,30,2.6,Bachelor's,West,0,36792.35
1870,19,1.9,High School,South,0,36181.15
1871,40,5.1,Master's,East,1,65147.56
1872,22,0.2,Bachelor's,North,0,34844.62
1873,28,1.1,Master's,East,1,56673.16
1874,23,2.2,High School,West,0,34920.02
1875,35,5.5,High School,West,1,57133.72
1876,49,3.8,High School,North,0,44794.39
1877,38,1.1,High School,South,0,31353.05
1878,27,2.4,High School,East,1,49116.64
1879,21,1.8,Bachelor's,East,0,43388.14
1880,26,1.6,High School,North,0,39418.74
1881,23,5.0,Bachelor's,North,0,51930.38
1882,19,0.3,Master's,North,1,55374.91
1883,34,6.2,Bachelor's,West,1,64780.68
1884,22,4.7,High School,West,0,43158.14
1885,42,5.2,High School,East,1,51627.73
1886,23,2.1,Bachelor's,South,1,49809.38
1887,43,2.7,High School,North,1,51979.18
1888,29,0.1,Bachelor's,West,0,32985.08
1889,40,2.0,High School,South,0,34256.44
1890,38,4.0,Master's,North,1,72038.64
1891,27,5.6,Bachelor's,South,0,53012.87
1892,39,0.8,Bachelor's,North,0,44500.76
1893,38,2.3,High School,South,0,33851.74
1894,44,2.7,High School,East,1,42836.39
1895,42,0.2,Bachelor's,North,0,30651.14
1896,48,4.2,Bachelor's,North,1,67111.72
1897,23,1.6,High School,East,0,28971.7
1898,44,2.6,High School,North,0,41563.59
1899,25,2.1,High School,North,0,31288.57
1900,19,1.4,Bachelor's,West,0,48850.89
1901,29,3.0,High School,East,0,49991.64
1902,30,2.6,Bachelor's,West,0,37273.69
1903,42,2.3,Bachelor's,East,0,39345.07
1904,38,1.5,Bachelor's,South,1,56494.89
1905,24,3.6,Master's,East,1,68482.36
1906,27,6.3,Master's,East,1,77806.31
1907,30,3.3,Bachelor's,West,0,44970.55
1908,34,5.0,High School,North,0,54914.38
1909,43,0.2,Bachelor's,East,0,39248.92
1910,38,3.3,Bachelor's,North,0,41861.76
1911,45,0.8,Bachelor's,East,1,49150.05
1912,47,0.0,Bachelor's,West,0,32120.62
1913,43,1.5,High School,East,1,52518.48
1914,31,5.4,Bachelor's,South,1,60849.74
1915,49,4.9,High School,East,0,47162.51
1916,19,3.5,Bachelor's,East,0,46104.66
1917,45,0.0,High School,North,0,26923.06
1918,39,2.6,Bachelor's,North,0,36271.05
1919,28,3.6,High School,South,0,43801.07
1920,18,3.4,Bachelor's,East,0,54549.12
1921,36,0.0,Bachelor's,North,0,33420.16
1922,38,1.2,High School,East,1,35931.95
1923,21,2.9,Bachelor's,West,0,50632.11
1924,36,4.1,Bachelor's,West,0,41986.54
1925,43,0.0,Bachelor's,South,0,44097.66
1926,46,2.7,High School,West,0,33505.28
1927,38,3.3,Bachelor's,North,0,42341.83
1928,28,4.7,Bachelor's,North,0,53339.98
1929,25,4.4,Bachelor's,South,1,55966.45
1930,28,4.2,Bachelor's,East,1,56959.87
1931,49,1.4,Bachelor's,North,0,43970.27
1932,21,0.0,High School,West,0,17854.44
1933,34,2.2,High School,North,0,44853.78
1934,44,5.0,High School,South,1,55227.99
1935,24,5.8,High School,West,0,40895.9
1936,25,4.4,Bachelor's,West,1,56177.07
1937,20,3.9,Bachelor's,West,0,54534.28
1938,39,3.8,High School,South,1,54283.1
1939,19,1.9,Master's,South,1,67597.19
1940,40,2.7,Bachelor's,East,0,42805.92
1941,32,6.3,Master's,East,1,75497.34
1942,41,1.1,Bachelor's,East,0,43477.49
1943,39,6.2,Bachelor's,South,0,60165.01
1944,39,2.4,High School,West,0,42704.24
1945,22,5.7,High School,West,0,43366.27
1946,41,0.2,High School,North,1,39988.26
1947,18,4.2,Bachelor's,East,0,47464.68
1948,43,1.5,High School,West,0,34316.32
1949,21,0.2,Bachelor's,West,1,52000.56
1950,32,3.4,High School,West,0,32041.03
1951,37,5.0,Master's,West,1,75603.69
1952,36,1.3,High School,South,0,28234.44
1953,20,0.0,High School,East,1,38469.05
1954,37,2.8,High School,West,1,54668.64
1955,28,2.8,Bachelor's,West,0,48115.44
1956,34,4.1,High School,West,1,53987.57
1957,47,4.9,Bachelor's,West,1,56794.44
1958,44,2.9,High School,North,1,43423.08
1959,30,6.7,High School,West,0,54839.3
1960,28,3.4,Master's,West,1,62399.69
1961,19,2.3,High School,West,0,34446.88
1962,26,0.0,Master's,North,1,59819.76
1963,43,2.5,Master's,South,1,57174.48
1964,19,2.3,High School,North,0,38327.85
1965,38,4.9,High School,West,0,44976.37
1966,26,3.9,High School,South,1,51761.47
1967,26,0.6,Bachelor's,West,0,37331.61
1968,25,3.3,Bachelor's,South,0,45134.25
1969,34,4.3,Bachelor's,West,1,55637.37
1970,18,6.1,Bachelor's,West,0,58581.51
1971,42,4.8,High School,South,0,40984.28
1972,46,4.5,Master's,South,1,73408.8
1973,28,3.1,Bachelor's,West,1,56237.74
1974,25,3.8,Bachelor's,North,1,54037.62
1975,27,5.5,Master's,North,1,70307.96
1976,42,0.3,Bachelor's,North,1,46949.05
1977,24,2.3,High School,North,1,51948.88
1978,20,1.5,Bachelor's,South,0,40519.59
1979,20,3.8,Bachelor's,South,0,47893.87
1980,35,5.5,High School,North,1,63439.07
1981,22,1.8,Master's,East,1,62959.49
1982,29,0.0,High School,East,0,38313.53
1983,29,2.2,Bachelor's,East,0,50821.9
1984,36,4.8,Bachelor's,West,1,58045.03
1985,47,4.1,High School,North,1,57175.53
1986,23,3.9,Master's,West,1,74195.63
1987,19,2.4,Master's,South,1,69984.11
1988,29,0.4,Bachelor's,South,1,54266.3
1989,36,4.0,High School,East,1,56929.38
1990,22,1.3,High School,East,0,32481.0
1991,29,7.4,High School,South,1,57917.67
1992,44,4.1,High School,East,0,40661.96
1993,44,1.8,Bachelor's,East,0,35192.17
1994,34,1.8,Master's,South,1,67045.67
1995,46,2.8,Bachelor's,West,1,55025.87
1996,34,2.5,Master's,East,1,69019.64
1997,27,5.2,Bachelor's,West,1,57543.5
1998,42,3.4,Bachelor's,East,1,63531.62
1999,40,1.5,Master's,North,1,57135.81
2000,34,6.8,Bachelor's,West,1,61920.8
2001,32,3.1,Master's,West,0,62431.44
2002,29,4.5,High School,East,1,59149.6
2003,47,1.8,High School,West,0,36409.6
2004,33,3.7,Master's,North,0,56348.38
2005,41,3.6,Bachelor's,South,1,61064.21
2006,36,0.0,Master's,North,1,55973.14
2007,25,7.0,Master's,South,0,62130.27
2008,48,5.6,High School,North,0,44683.61
2009,38,2.2,Bachelor's,North,0,54420.42
2010,34,0.8,High School,West,1,55747.17
2011,40,3.7,Bachelor's,North,1,66898.71
2012,22,3.2,Bachelor's,East,1,59911.31
2013,39,3.7,High School,East,0,39445.27
2014,33,3.4,Bachelor's,East,1,54158.53
2015,23,4.0,Bachelor's,East,1,56376.03
2016,25,5.9,High School,West,0,44917.5
2017,42,4.1,Master's,East,1,78164.44
2018,35,0.9,Bachelor's,North,0,49733.48
2019,42,5.7,Master's,East,1,75906.77
2020,29,6.3,High School,West,0,44040.62
2021,32,9.3,High School,South,1,72377.62
2022,44,0.8,Bachelor's,North,0,39065.95
2023,43,3.5,High School,North,0,29692.24
2024,26,0.0,Master's,West,0,46435.5
2025,30,4.1,High School,South,1,48109.33
2026,43,1.9,Bachelor's,East,0,39670.53
2027,32,6.8,Bachelor's,South,1,67288.63
2028,49,1.5,High School,North,1,41860.7
2029,27,0.0,High School,North,0,29828.72
2030,33,2.1,Bachelor's,North,1,53760.76
2031,24,0.0,Bachelor's,South,0,28620.95
2032,34,4.5,High School,East,1,61107.99
2033,40,0.0,Master's,North,0,40083.12
2034,43,3.1,High School,West,1,44408.75
2035,38,0.0,Bachelor's,East,1,46357.23
2036,39,2.4,Bachelor's,North,1,54536.54
2037,43,6.3,High School,East,0,56155.17
2038,24,3.7,Master's,West,0,57511.0
2039,31,1.3,High School,South,0,36651.37
2040,32,2.9,High School,North,0,40185.46
2041,38,3.0,High School,West,1,50265.41
2042,24,3.9,Bachelor's,North,1,61384.43
2043,26,0.3,Bachelor's,North,0,29135.18
2044,36,4.2,Bachelor's,South,0,49305.81
2045,33,0.0,High School,South,0,35811.31
2046,25,1.7,High School,East,0,54932.35
2047,35,2.0,Master's,West,0,45048.81
2048,44,4.3,High School,West,1,54915.36
2049,40,3.0,Master's,South,1,61280.55
2050,46,0.2,High School,North,1,50804.88
2051,35,1.0,Master's,East,0,41321.13
2052,48,3.4,High School,South,0,43316.78
2053,47,2.8,Bachelor's,East,0,39489.54
2054,37,1.8,High School,East,0,33932.42
2055,24,2.0,High School,West,0,35943.43
2056,20,4.4,High School,East,0,48525.47
2057,35,2.0,High School,West,1,40508.01
2058,44,2.8,High School,North,0,41788.37
2059,27,7.3,Bachelor's,North,0,60113.51
2060,24,0.2,Bachelor's,South,0,39821.87
2061,34,0.0,Bachelor's,North,1,52791.66
2062,31,4.6,Bachelor's,West,0,45288.75
2063,48,1.6,Bachelor's,East,0,46981.12
2064,41,2.4,Bachelor's,East,0,42246.05
2065,20,1.4,Bachelor's,North,1,57792.43
2066,29,2.5,Bachelor's,West,1,57113.99
2067,45,6.2,Master's,East,1,72543.59
2068,30,4.6,High School,North,1,50862.64
2069,19,4.7,High School,West,0,48289.82
2070,20,0.2,Bachelor's,West,1,54807.4
2071,22,0.7,High School,East,1,39428.82
2072,28,0.0,Master's,South,1,49334.97
2073,25,1.4,Master's,South,1,62614.77
2074,43,4.9,High School,West,1,47497.56
2075,40,4.0,High School,West,0,35574.12
2076,40,2.6,Bachelor's,North,1,50357.42
2077,29,3.0,Bachelor's,West,1,54788.95
2078,24,1.6,High School,North,1,38185.03
2079,32,3.4,Bachelor's,North,1,48534.55
2080,41,4.5,Bachelor's,North,1,55918.05
2081,34,0.0,High School,West,0,33212.37
2082,21,3.6,High School,West,1,44440.17
2083,46,4.9,Bachelor's,North,1,60893.26
2084,39,2.2,High School,East,0,46242.89
2085,42,4.4,Master's,West,1,67958.33
2086,30,8.6,Bachelor's,South,1,75600.58
2087,35,2.8,Bachelor's,East,0,41643.74
2088,18,3.8,Master's,South,1,77177.22
2089,33,1.5,Master's,West,1,56865.19
2090,30,3.4,High School,East,1,48946.98
2091,27,3.9,High School,West,0,48346.92
2092,29,3.4,Bachelor's,West,1,57260.38
2093,47,1.0,Bachelor's,East,1,51121.27
2094,19,3.4,High School,West,0,38829.73
2095,40,5.9,Master's,East,1,71399.01
2096,20,3.9,High School,West,1,53544.32
2097,27,4.9,High School,North,0,47536.64
2098,19,2.5,High School,South,1,44361.69
2099,47,4.5,Bachelor's,North,1,57669.0
2100,44,3.6,Bachelor's,West,0,45629.93
2101,40,1.1,High School,West,1,36288.27
2102,30,3.6,High School,West,0,32958.97
2103,30,1.0,High School,North,0,34535.66
2104,35,1.7,Bachelor's,West,0,47895.7
2105,49,3.4,High School,East,0,44491.2
2106,49,3.6,Master's,South,1,53873.51
2107,20,0.6,High School,West,0,30639.28
2108,44,5.1,Master's,West,1,64813.45
2109,24,4.1,High School,South,0,43150.72
2110,31,1.6,Bachelor's,South,0,40682.51
2111,37,0.0,High School,South,0,32959.56
2112,46,2.7,High School,North,0,38034.81
2113,47,2.1,Master's,North,0,41844.33
2114,34,3.2,Master's,West,1,59843.41
2115,46,2.3,Bachelor's,South,0,44850.23
2116,47,0.0,Bachelor's,West,0,38450.55
2117,38,2.2,Bachelor's,West,0,37641.53
2118,29,2.4,Master's,West,1,54483.99
2119,42,4.3,High School,North,0,43083.19
2120,33,1.6,Bachelor's,South,1,45792.47
2121,41,6.4,Bachelor's,West,1,58728.9
2122,29,0.0,High School,North,0,27774.3
2123,32,5.6,Master's,East,1,69424.77
2124,42,2.6,High School,East,1,43262.08
2125,27,4.7,High School,West,1,50638.82
2126,47,3.2,Bachelor's,West,0,47547.99
2127,42,5.3,Bachelor's,South,1,60236.52
2128,48,2.2,High School,South,0,37029.31
2129,24,0.8,High School,West,0,30505.93
2130,37,5.8,Master's,North,0,63361.28
2131,22,2.8,High School,West,0,42710.14
2132,18,3.4,Bachelor's,South,0,52525.59
2133,47,5.5,Bachelor's,South,0,60849.56
2134,34,0.9,Bachelor's,North,0,44999.0
2135,20,4.2,Master's,West,1,68765.73
2136,30,1.8,Bachelor's,South,0,41293.47
2137,31,2.7,Bachelor's,West,1,54268.18
2138,41,3.1,Bachelor's,South,1,53044.79
2139,47,0.0,Bachelor's,East,0,38022.65
2140,35,1.4,Bachelor's,East,1,55813.92
2141,21,5.7,Master's,East,0,58478.1
2142,35,4.8,High School,South,1,54131.06
2143,47,2.9,High School,North,0,35237.35
2144,22,3.5,High School,East,0,41505.51
2145,42,2.4,High School,South,0,34487.63
2146,33,5.7,High School,West,0,43441.95
2147,18,2.6,Master's,East,0,49398.05
2148,38,3.5,Bachelor's,North,0,50907.7
2149,31,5.3,Bachelor's,North,0,53392.43
2150,32,1.4,Bachelor's,North,0,40193.66
2151,26,6.1,Master's,West,1,74659.76
2152,32,0.0,Bachelor's,West,0,35927.42
2153,34,6.3,Master's,North,1,79410.44
2154,42,2.3,High School,North,1,41894.62
2155,41,2.5,Master's,North,0,51608.95
2156,21,0.0,Bachelor's,West,0,30976.17
2157,29,2.1,High School,West,0,34536.86
2158,44,0.9,Bachelor's,South,0,32362.98
2159,43,1.8,Bachelor's,East,1,57085.7
2160,22,2.7,High School,West,0,42008.65
2161,46,4.9,Bachelor's,North,0,56667.6
2162,22,3.4,High School,East,0,40389.98
2163,28,3.6,High School,West,1,46446.71
2164,45,0.8,Master's,East,1,53425.18
2165,23,1.2,Bachelor's,South,0,49366.34
2166,24,6.6,Master's,West,1,81970.74
2167,41,1.5,Bachelor's,North,0,43201.57
2168,48,6.3,High School,North,1,56359.08
2169,31,2.5,Bachelor's,South,0,52384.75
2170,41,3.0,Bachelor's,South,0,43541.21
2171,28,5.1,Master's,South,0,61566.44
2172,47,5.5,High School,South,1,63391.14
2173,30,2.8,Master's,South,0,49153.43
2174,19,2.2,Master's,West,1,65816.66
2175,42,2.9,Bachelor's,West,1,59267.28
2176,24,3.7,Master's,East,1,65830.16
2177,37,4.8,High School,South,0,39380.65
2178,21,3.0,Master's,North,1,60403.18
2179,44,4.2,Bachelor's,North,1,62160.57
2180,25,6.3,High School,South,1,51713.47
2181,37,3.8,Master's,South,1,66941.58
2182,46,3.6,Bachelor's,South,1,61575.17
2183,48,0.0,Bachelor's,South,0,42926.1
2184,39,0.0,Bachelor's,South,1,41008.21
2185,38,3.8,High School,North,0,47911.49
2186,36,2.8,Bachelor's,East,0,54907.87
2187,30,2.0,Master's,South,1,62962.06
2188,31,3.5,High School,South,1,45270.94
2189,27,2.9,High School,South,0,36997.03
2190,28,5.3,High School,West,0,45528.7
2191,19,3.2,Bachelor's,North,0,48868.98
2192,42,1.5,Bachelor's,North,0,42628.37
2193,43,5.0,Bachelor's,East,0,54346.82
2194,26,2.6,Master's,West,1,62243.48
2195,34,4.1,Bachelor's,West,1,61484.76
2196,43,2.0,High School,West,1,43832.92
2197,20,1.7,Master's,East,0,48410.11
2198,41,3.2,Bachelor's,East,1,54624.88
2199,23,3.0,Bachelor's,East,1,66663.27
2200,22,4.0,Bachelor's,West,1,67198.47
2201,22,2.5,Master's,North,1,65164.6
2202,39,0.0,Bachelor's,West,0,44626.54
2203,32,2.1,High School,East,0,40395.66
2204,40,4.6,Bachelor's,West,0,52669.27
2205,34,2.4,High School,South,0,29687.89
2206,26,2.5,High School,West,0,36210.88
2207,20,5.0,Bachelor's,West,0,51243.07
2208,37,1.6,High School,North,0,29062.78
2209,43,0.0,High School,North,1,32569.19
2210,34,2.7,High School,North,1,50499.81
2211,46,2.0,Bachelor's,South,0,45717.48
2212,44,1.1,Master's,North,0,42365.54
2213,27,2.6,Master's,South,1,59218.34
2214,20,4.0,High School,East,1,57755.15
2215,35,3.0,Bachelor's,North,0,42555.79
2216,35,3.6,Master's,West,0,56695.88
2217,47,6.6,High School,West,0,48931.55
2218,34,2.3,Bachelor's,South,1,57474.54
2219,41,3.6,Bachelor's,North,1,54389.55
2220,20,2.0,High School,West,0,36395.14
2221,49,1.3,Master's,East,0,49765.45
2222,20,1.8,Master's,North,0,51641.46
2223,23,2.0,High School,East,0,36522.82
2224,30,3.7,High School,West,1,52879.9
2225,41,7.7,High School,North,0,64053.31
2226,46,1.6,High School,South,1,57510.23
2227,32,2.2,Bachelor's,West,1,51304.17
2228,42,2.9,Bachelor's,East,0,35030.05
2229,26,3.8,High School,North,0,44352.27
2230,21,3.5,Master's,East,1,66512.57
2231,31,5.6,High School,East,0,52009.78
2232,22,0.0,High School,South,0,31424.43
2233,19,0.0,High School,South,0,30293.02
2234,28,2.0,Bachelor's,West,1,59669.26
2235,26,5.2,Bachelor's,South,0,59927.7
2236,41,0.0,High School,South,0,23067.2
2237,20,0.0,High School,West,0,25916.97
2238,44,4.1,Master's,West,1,66899.11
2239,45,3.5,Master's,West,1,65954.13
2240,46,0.8,High School,West,0,31328.83
2241,26,1.0,High School,East,0,35257.8
2242,20,1.1,Bachelor's,East,1,56162.06
2243,42,3.2,Bachelor's,West,1,66276.76
2244,19,1.7,High School,West,0,38136.67
2245,29,4.0,Master's,North,0,52702.72
2246,27,0.0,Bachelor's,North,0,37263.12
2247,26,1.3,Bachelor's,North,1,51482.13
2248,32,0.7,Bachelor's,South,0,42816.88
2249,25,2.5,Master's,East,1,64402.8
2250,42,1.9,Bachelor's,East,0,54023.7
2251,22,4.6,High School,North,0,41479.5
2252,28,0.0,High School,North,0,31923.75
2253,44,3.1,Bachelor's,East,1,69046.51
2254,19,4.1,High School,South,1,49423.98
2255,41,6.7,Bachelor's,North,1,68865.63
2256,45,2.0,Master's,West,1,56385.0
2257,32,3.6,Bachelor's,North,1,59357.19
2258,23,0.0,Master's,East,0,41098.91
2259,25,0.0,High School,East,0,35234.0
2260,44,4.7,Master's,North,1,69805.24
2261,22,3.0,Bachelor's,North,0,42289.65
2262,33,5.4,High School,West,1,60273.91
2263,43,0.3,Bachelor's,West,0,39657.91
2264,35,4.0,High School,South,1,56883.51
2265,23,6.7,Bachelor's,South,0,52474.59
2266,22,3.8,Bachelor's,West,0,51362.36
2267,45,3.6,High School,South,1,54526.2
2268,33,3.0,Bachelor's,South,0,44934.45
2269,30,0.0,Bachelor's,North,1,41704.99
2270,45,5.7,High School,West,0,46925.4
2271,22,1.8,High School,North,0,41475.43
2272,30,4.0,Bachelor's,North,1,65656.55
2273,34,0.0,Bachelor's,South,1,45857.86
2274,35,0.6,Master's,North,1,50507.81
2275,25,5.9,Master's,East,1,70454.63
2276,30,2.3,Bachelor's,South,1,52573.8
2277,49,5.9,Bachelor's,East,1,67951.89
2278,47,2.8,Bachelor's,South,0,46005.61
2279,46,0.0,Bachelor's,North,0,34233.68
2280,36,4.8,High School,South,1,59873.72
2281,43,1.8,High School,East,0,36162.78
2282,20,4.4,Bachelor's,South,1,63369.21
2283,41,3.1,High School,East,1,40526.34
2284,25,0.0,Bachelor's,West,1,35878.68
2285,19,3.3,Master's,North,1,57798.04
2286,25,7.4,High School,East,1,59774.62
2287,44,4.0,Bachelor's,West,1,62839.7
2288,30,2.9,Master's,North,0,41943.66
2289,30,5.2,Bachelor's,West,0,61416.32
2290,18,3.4,High School,East,0,41116.84
2291,23,3.4,High School,North,1,57058.68
2292,41,0.8,Bachelor's,West,1,46020.4
2293,36,3.5,Bachelor's,East,0,50922.39
2294,33,5.1,High School,West,1,55638.64
2295,25,1.3,High School,North,0,38072.06
2296,45,5.8,Master's,North,1,71378.02
2297,18,2.8,Bachelor's,North,1,58815.84
2298,44,1.2,Master's,East,1,64184.36
2299,44,5.0,Bachelor's,West,0,49729.91
2300,33,2.4,Master's,West,0,53490.46
2301,26,4.5,High School,East,0,34117.78
2302,30,2.4,Bachelor's,North,0,48761.96
2303,28,2.9,High School,South,1,58414.36
2304,30,4.0,Bachelor's,North,0,43739.18
2305,42,3.6,Bachelor's,South,0,48288.48
2306,38,0.0,High School,North,0,34402.41
2307,27,0.8,Master's,East,0,47429.62
2308,21,4.9,Master's,South,0,60401.96
2309,48,2.7,High School,East,0,36252.18
2310,44,2.0,Bachelor's,South,0,41716.85
2311,23,0.3,High School,West,1,40415.09
2312,45,0.8,Bachelor's,South,1,50729.94
2313,24,0.0,Master's,South,1,49092.79
2314,22,2.8,High School,South,0,38062.21
2315,28,1.8,Master's,West,1,68252.04
2316,30,1.1,High School,East,1,41104.8
2317,43,2.9,Bachelor's,West,1,50404.98
2318,42,3.7,Bachelor's,South,1,58426.74
2319,36,7.2,High School,North,1,57986.12
2320,48,0.0,High School,West,1,33308.29
2321,40,5.3,Master's,North,1,71652.13
2322,27,4.9,Bachelor's,West,1,59287.2
2323,27,1.4,High School,West,0,31201.87
2324,49,3.4,Bachelor's,South,1,58986.55
2325,28,2.1,High School,East,0,28588.33
2326,38,3.4,High School,East,1,41406.28
2327,47,6.0,Bachelor's,South,0,59409.15
2328,24,4.2,High School,West,1,42979.47
2329,48,4.0,Master's,East,1,62168.26
2330,35,2.1,Bachelor's,East,1,45418.95
2331,21,0.0,Master's,East,0,42664.98
2332,19,2.6,Bachelor's,South,1,57889.48
2333,31,5.4,Master's,North,1,71801.34
2334,30,0.0,Bachelor's,North,0,49959.37
2335,46,0.9,Bachelor's,North,1,56104.04
2336,29,3.3,Master's,North,0,50101.82
2337,24,1.0,Bachelor's,North,1,45106.8
2338,19,1.4,High School,East,1,57778.3
2339,49,2.2,Bachelor's,East,0,49771.27
2340,30,0.3,Master's,West,1,58753.14
